contestant,season,actual_placement,rule,sample_id,posterior_placement
Bristol Palin,11,3,percent_save,38,6
Bristol Palin,11,3,percent_save,39,7
Bristol Palin,11,3,percent_save,40,8
Bristol Palin,11,3,percent_save,41,6
Bristol Palin,11,3,percent_save,42,6
Bristol Palin,11,3,percent_save,43,7
Bristol Palin,11,3,percent_save,44,9
Bristol Palin,11,3,percent_save,45,8
Bristol Palin,11,3,percent_save,46,8
Bristol Palin,11,3,percent_save,47,7
Bristol Palin,11,3,percent_save,48,7
Bristol Palin,11,3,percent_save,49,5
Bristol Palin,11,3,percent_save,50,8
Bristol Palin,11,3,percent_save,51,9
Bristol Palin,11,3,percent_save,52,8
Bristol Palin,11,3,percent_save,53,8
Bristol Palin,11,3,percent_save,54,8
Bristol Palin,11,3,percent_save,55,6
Bristol Palin,11,3,percent_save,56,8
Bristol Palin,11,3,percent_save,57,6
Bristol Palin,11,3,percent_save,58,7
Bristol Palin,11,3,percent_save,59,6
Bristol Palin,11,3,percent_save,60,5
Bristol Palin,11,3,percent_save,61,7
Bristol Palin,11,3,percent_save,62,7
Bristol Palin,11,3,percent_save,63,7
Bristol Palin,11,3,percent_save,64,7
Bristol Palin,11,3,percent_save,65,5
Bristol Palin,11,3,percent_save,66,6
Bristol Palin,11,3,percent_save,67,7
Bristol Palin,11,3,percent_save,68,7
Bristol Palin,11,3,percent_save,69,8
Bristol Palin,11,3,percent_save,70,8
Bristol Palin,11,3,percent_save,71,8
Bristol Palin,11,3,percent_save,72,8
Bristol Palin,11,3,percent_save,73,7
Bristol Palin,11,3,percent_save,74,8
Bristol Palin,11,3,percent_save,75,7
Bristol Palin,11,3,percent_save,76,7
Bristol Palin,11,3,percent_save,77,8
Bristol Palin,11,3,percent_save,78,7
Bristol Palin,11,3,percent_save,79,8
Bristol Palin,11,3,percent_save,80,8
Bristol Palin,11,3,percent_save,81,8
Bristol Palin,11,3,percent_save,82,9
Bristol Palin,11,3,percent_save,83,7
Bristol Palin,11,3,percent_save,84,7
Bristol Palin,11,3,percent_save,85,7
Bristol Palin,11,3,percent_save,86,7
Bristol Palin,11,3,percent_save,87,7
Bristol Palin,11,3,percent_save,88,8
Bristol Palin,11,3,percent_save,89,8
Bristol Palin,11,3,percent_save,90,7
Bristol Palin,11,3,percent_save,91,6
Bristol Palin,11,3,percent_save,92,7
Bristol Palin,11,3,percent_save,93,6
Bristol Palin,11,3,percent_save,94,8
Bristol Palin,11,3,percent_save,95,7
Bristol Palin,11,3,percent_save,96,6
Bristol Palin,11,3,percent_save,97,5
Bristol Palin,11,3,percent_save,98,8
Bristol Palin,11,3,percent_save,99,8
Bristol Palin,11,3,percent_save,100,7
Bristol Palin,11,3,percent_save,101,6
Bristol Palin,11,3,percent_save,102,7
Bristol Palin,11,3,percent_save,103,7
Bristol Palin,11,3,percent_save,104,8
Bristol Palin,11,3,percent_save,105,7
Bristol Palin,11,3,percent_save,106,7
Bristol Palin,11,3,percent_save,107,7
Bristol Palin,11,3,percent_save,108,10
Bristol Palin,11,3,percent_save,109,7
Bristol Palin,11,3,percent_save,110,8
Bristol Palin,11,3,percent_save,111,6
Bristol Palin,11,3,percent_save,112,7
Bristol Palin,11,3,percent_save,113,5
Bristol Palin,11,3,percent_save,114,7
Bristol Palin,11,3,percent_save,115,9
Bristol Palin,11,3,percent_save,116,7
Bristol Palin,11,3,percent_save,117,5
Bristol Palin,11,3,percent_save,118,5
Bristol Palin,11,3,percent_save,119,7
Bristol Palin,11,3,percent_save,120,6
Bristol Palin,11,3,percent_save,121,5
Bristol Palin,11,3,percent_save,122,8
Bristol Palin,11,3,percent_save,123,7
Bristol Palin,11,3,percent_save,124,7
Bristol Palin,11,3,percent_save,125,8
Bristol Palin,11,3,percent_save,126,6
Bristol Palin,11,3,percent_save,127,9
Bristol Palin,11,3,percent_save,128,7
Bristol Palin,11,3,percent_save,129,8
Bristol Palin,11,3,percent_save,130,7
Bristol Palin,11,3,percent_save,131,8
Bristol Palin,11,3,percent_save,132,10
Bristol Palin,11,3,percent_save,133,7
Bristol Palin,11,3,percent_save,134,9
Bristol Palin,11,3,percent_save,135,7
Bristol Palin,11,3,percent_save,136,7
Bristol Palin,11,3,percent_save,137,7
Bristol Palin,11,3,percent_save,138,7
Bristol Palin,11,3,percent_save,139,6
Bristol Palin,11,3,percent_save,140,7
Bristol Palin,11,3,percent_save,141,7
Bristol Palin,11,3,percent_save,142,8
Bristol Palin,11,3,percent_save,143,8
Bristol Palin,11,3,percent_save,144,7
Bristol Palin,11,3,percent_save,145,7
Bristol Palin,11,3,percent_save,146,7
Bristol Palin,11,3,percent_save,147,7
Bristol Palin,11,3,percent_save,148,6
Bristol Palin,11,3,percent_save,149,7
Bristol Palin,11,3,percent_save,150,7
Bristol Palin,11,3,percent_save,151,9
Bristol Palin,11,3,percent_save,152,7
Bristol Palin,11,3,percent_save,153,7
Bristol Palin,11,3,percent_save,154,7
Bristol Palin,11,3,percent_save,155,6
Bristol Palin,11,3,percent_save,156,7
Bristol Palin,11,3,percent_save,157,8
Bristol Palin,11,3,percent_save,158,7
Bristol Palin,11,3,percent_save,159,7
Bristol Palin,11,3,percent_save,160,10
Bristol Palin,11,3,percent_save,161,8
Bristol Palin,11,3,percent_save,162,8
Bristol Palin,11,3,percent_save,163,7
Bristol Palin,11,3,percent_save,164,8
Bristol Palin,11,3,percent_save,165,7
Bristol Palin,11,3,percent_save,166,7
Bristol Palin,11,3,percent_save,167,5
Bristol Palin,11,3,percent_save,168,7
Bristol Palin,11,3,percent_save,169,7
Bristol Palin,11,3,percent_save,170,7
Bristol Palin,11,3,percent_save,171,9
Bristol Palin,11,3,percent_save,172,8
Bristol Palin,11,3,percent_save,173,8
Bristol Palin,11,3,percent_save,174,7
Bristol Palin,11,3,percent_save,175,8
Bristol Palin,11,3,percent_save,176,6
Bristol Palin,11,3,percent_save,177,8
Bristol Palin,11,3,percent_save,178,6
Bristol Palin,11,3,percent_save,179,8
Bristol Palin,11,3,percent_save,180,7
Bristol Palin,11,3,percent_save,181,8
Bristol Palin,11,3,percent_save,182,9
Bristol Palin,11,3,percent_save,183,6
Bristol Palin,11,3,percent_save,184,7
Bristol Palin,11,3,percent_save,185,10
Bristol Palin,11,3,percent_save,186,7
Bristol Palin,11,3,percent_save,187,8
Bristol Palin,11,3,percent_save,188,7
Bristol Palin,11,3,percent_save,189,7
Bristol Palin,11,3,percent_save,190,7
Bristol Palin,11,3,percent_save,191,7
Bristol Palin,11,3,percent_save,192,8
Bristol Palin,11,3,percent_save,193,7
Bristol Palin,11,3,percent_save,194,7
Bristol Palin,11,3,percent_save,195,7
Bristol Palin,11,3,percent_save,196,7
Bristol Palin,11,3,percent_save,197,8
Bristol Palin,11,3,percent_save,198,10
Bristol Palin,11,3,percent_save,199,7
Bristol Palin,11,3,percent_save,200,8
Bristol Palin,11,3,percent_save,201,8
Bristol Palin,11,3,percent_save,202,7
Bristol Palin,11,3,percent_save,203,9
Bristol Palin,11,3,percent_save,204,7
Bristol Palin,11,3,percent_save,205,6
Bristol Palin,11,3,percent_save,206,8
Bristol Palin,11,3,percent_save,207,7
Bristol Palin,11,3,percent_save,208,8
Bristol Palin,11,3,percent_save,209,8
Bristol Palin,11,3,percent_save,210,6
Bristol Palin,11,3,percent_save,211,8
Bristol Palin,11,3,percent_save,212,7
Bristol Palin,11,3,percent_save,213,7
Bristol Palin,11,3,percent_save,214,8
Bristol Palin,11,3,percent_save,215,9
Bristol Palin,11,3,percent_save,216,5
Bristol Palin,11,3,percent_save,217,7
Bristol Palin,11,3,percent_save,218,8
Bristol Palin,11,3,percent_save,219,8
Bristol Palin,11,3,percent_save,220,8
Bristol Palin,11,3,percent_save,221,6
Bristol Palin,11,3,percent_save,222,7
Bristol Palin,11,3,percent_save,223,7
Bristol Palin,11,3,percent_save,224,8
Bristol Palin,11,3,percent_save,225,7
Bristol Palin,11,3,percent_save,226,7
Bristol Palin,11,3,percent_save,227,9
Bristol Palin,11,3,percent_save,228,5
Bristol Palin,11,3,percent_save,229,10
Bristol Palin,11,3,percent_save,230,8
Bristol Palin,11,3,percent_save,231,8
Bristol Palin,11,3,percent_save,232,7
Bristol Palin,11,3,percent_save,233,5
Bristol Palin,11,3,percent_save,234,8
Bristol Palin,11,3,percent_save,235,8
Bristol Palin,11,3,percent_save,236,8
Bristol Palin,11,3,percent_save,237,6
Bristol Palin,11,3,percent_save,238,8
Bristol Palin,11,3,percent_save,239,8
Bristol Palin,11,3,percent_save,240,8
Bristol Palin,11,3,percent_save,241,8
Bristol Palin,11,3,percent_save,242,8
Bristol Palin,11,3,percent_save,243,8
Bristol Palin,11,3,percent_save,244,6
Bristol Palin,11,3,percent_save,245,7
Bristol Palin,11,3,percent_save,246,6
Bristol Palin,11,3,percent_save,247,7
Bristol Palin,11,3,percent_save,248,7
Bristol Palin,11,3,percent_save,249,6
Bristol Palin,11,3,percent_save,250,7
Bristol Palin,11,3,percent_save,251,6
Bristol Palin,11,3,percent_save,252,8
Bristol Palin,11,3,percent_save,253,9
Bristol Palin,11,3,percent_save,254,6
Bristol Palin,11,3,percent_save,255,9
Bristol Palin,11,3,percent_save,256,7
Bristol Palin,11,3,percent_save,257,7
Bristol Palin,11,3,percent_save,258,6
Bristol Palin,11,3,percent_save,259,7
Bristol Palin,11,3,percent_save,260,8
Bristol Palin,11,3,percent_save,261,8
Bristol Palin,11,3,percent_save,262,6
Bristol Palin,11,3,percent_save,263,6
Bristol Palin,11,3,percent_save,264,7
Bristol Palin,11,3,percent_save,265,7
Bristol Palin,11,3,percent_save,266,7
Bristol Palin,11,3,percent_save,267,7
Bristol Palin,11,3,percent_save,268,8
Bristol Palin,11,3,percent_save,269,9
Bristol Palin,11,3,percent_save,270,7
Bristol Palin,11,3,percent_save,271,8
Bristol Palin,11,3,percent_save,272,7
Bristol Palin,11,3,percent_save,273,7
Bristol Palin,11,3,percent_save,274,7
Bristol Palin,11,3,percent_save,275,8
Bristol Palin,11,3,percent_save,276,10
Bristol Palin,11,3,percent_save,277,7
Bristol Palin,11,3,percent_save,278,7
Bristol Palin,11,3,percent_save,279,8
Bristol Palin,11,3,percent_save,280,6
Bristol Palin,11,3,percent_save,281,8
Bristol Palin,11,3,percent_save,282,7
Bristol Palin,11,3,percent_save,283,7
Bristol Palin,11,3,percent_save,284,7
Bristol Palin,11,3,percent_save,285,8
Bristol Palin,11,3,percent_save,286,6
Bristol Palin,11,3,percent_save,287,8
Bristol Palin,11,3,percent_save,288,7
Bristol Palin,11,3,percent_save,289,8
Bristol Palin,11,3,percent_save,290,8
Bristol Palin,11,3,percent_save,291,8
Bristol Palin,11,3,percent_save,292,7
Bristol Palin,11,3,percent_save,293,7
Bristol Palin,11,3,percent_save,294,6
Bristol Palin,11,3,percent_save,295,8
Bristol Palin,11,3,percent_save,296,7
Bristol Palin,11,3,percent_save,297,7
Bristol Palin,11,3,percent_save,298,7
Bristol Palin,11,3,percent_save,299,6
Bristol Palin,11,3,percent_save,300,8
Bristol Palin,11,3,percent_save,301,6
Bristol Palin,11,3,percent_save,302,8
Bristol Palin,11,3,percent_save,303,7
Bristol Palin,11,3,percent_save,304,5
Bristol Palin,11,3,percent_save,305,7
Bristol Palin,11,3,percent_save,306,5
Bristol Palin,11,3,percent_save,307,7
Bristol Palin,11,3,percent_save,308,8
Bristol Palin,11,3,percent_save,309,6
Bristol Palin,11,3,percent_save,310,8
Bristol Palin,11,3,percent_save,311,5
Bristol Palin,11,3,percent_save,312,7
Bristol Palin,11,3,percent_save,313,8
Bristol Palin,11,3,percent_save,314,7
Bristol Palin,11,3,percent_save,315,6
Bristol Palin,11,3,percent_save,316,7
Bristol Palin,11,3,percent_save,317,7
Bristol Palin,11,3,percent_save,318,8
Bristol Palin,11,3,percent_save,319,7
Bristol Palin,11,3,percent_save,320,8
Bristol Palin,11,3,percent_save,321,8
Bristol Palin,11,3,percent_save,322,7
Bristol Palin,11,3,percent_save,323,8
Bristol Palin,11,3,percent_save,324,7
Bristol Palin,11,3,percent_save,325,9
Bristol Palin,11,3,percent_save,326,6
Bristol Palin,11,3,percent_save,327,8
Bristol Palin,11,3,percent_save,328,7
Bristol Palin,11,3,percent_save,329,7
Bristol Palin,11,3,percent_save,330,8
Bristol Palin,11,3,percent_save,331,8
Bristol Palin,11,3,percent_save,332,5
Bristol Palin,11,3,percent_save,333,6
Bristol Palin,11,3,percent_save,334,8
Bristol Palin,11,3,percent_save,335,8
Bristol Palin,11,3,percent_save,336,9
Bristol Palin,11,3,percent_save,337,8
Bristol Palin,11,3,percent_save,338,9
Bristol Palin,11,3,percent_save,339,8
Bristol Palin,11,3,percent_save,340,7
Bristol Palin,11,3,percent_save,341,6
Bristol Palin,11,3,percent_save,342,8
Bristol Palin,11,3,percent_save,343,8
Bristol Palin,11,3,percent_save,344,5
Bristol Palin,11,3,percent_save,345,7
Bristol Palin,11,3,percent_save,346,9
Bristol Palin,11,3,percent_save,347,7
Bristol Palin,11,3,percent_save,348,7
Bristol Palin,11,3,percent_save,349,7
Bristol Palin,11,3,percent_save,350,7
Bristol Palin,11,3,percent_save,351,7
Bristol Palin,11,3,percent_save,352,7
Bristol Palin,11,3,percent_save,353,6
Bristol Palin,11,3,percent_save,354,8
Bristol Palin,11,3,percent_save,355,7
Bristol Palin,11,3,percent_save,356,8
Bristol Palin,11,3,percent_save,357,8
Bristol Palin,11,3,percent_save,358,7
Bristol Palin,11,3,percent_save,359,8
Bristol Palin,11,3,percent_save,360,7
Bristol Palin,11,3,percent_save,361,8
Bristol Palin,11,3,percent_save,362,7
Bristol Palin,11,3,percent_save,363,8
Bristol Palin,11,3,percent_save,364,7
Bristol Palin,11,3,percent_save,365,7
Bristol Palin,11,3,percent_save,366,6
Bristol Palin,11,3,percent_save,367,8
Bristol Palin,11,3,percent_save,368,8
Bristol Palin,11,3,percent_save,369,7
Bristol Palin,11,3,percent_save,370,8
Bristol Palin,11,3,percent_save,371,7
Bristol Palin,11,3,percent_save,372,8
Bristol Palin,11,3,percent_save,373,7
Bristol Palin,11,3,percent_save,374,8
Bristol Palin,11,3,percent_save,375,7
Bristol Palin,11,3,percent_save,376,7
Bristol Palin,11,3,percent_save,377,6
Bristol Palin,11,3,percent_save,378,6
Bristol Palin,11,3,percent_save,379,7
Bristol Palin,11,3,percent_save,380,7
Bristol Palin,11,3,percent_save,381,8
Bristol Palin,11,3,percent_save,382,5
Bristol Palin,11,3,percent_save,383,7
Bristol Palin,11,3,percent_save,384,7
Bristol Palin,11,3,percent_save,385,5
Bristol Palin,11,3,percent_save,386,6
Bristol Palin,11,3,percent_save,387,7
Bristol Palin,11,3,percent_save,388,7
Bristol Palin,11,3,percent_save,389,7
Bristol Palin,11,3,percent_save,390,7
Bristol Palin,11,3,percent_save,391,7
Bristol Palin,11,3,percent_save,392,5
Bristol Palin,11,3,percent_save,393,7
Bristol Palin,11,3,percent_save,394,9
Bristol Palin,11,3,percent_save,395,7
Bristol Palin,11,3,percent_save,396,8
Bristol Palin,11,3,percent_save,397,7
Bristol Palin,11,3,percent_save,398,8
Bristol Palin,11,3,percent_save,399,8
Bristol Palin,11,3,percent_save,400,7
Bristol Palin,11,3,percent_save,401,10
Bristol Palin,11,3,percent_save,402,6
Bristol Palin,11,3,percent_save,403,5
Bristol Palin,11,3,percent_save,404,8
Bristol Palin,11,3,percent_save,405,8
Bristol Palin,11,3,percent_save,406,6
Bristol Palin,11,3,percent_save,407,7
Bristol Palin,11,3,percent_save,408,5
Bristol Palin,11,3,percent_save,409,7
Bristol Palin,11,3,percent_save,410,8
Bristol Palin,11,3,percent_save,411,7
Bristol Palin,11,3,percent_save,412,7
Bristol Palin,11,3,percent_save,413,7
Bristol Palin,11,3,percent_save,414,5
Bristol Palin,11,3,percent_save,415,7
Bristol Palin,11,3,percent_save,416,8
Bristol Palin,11,3,percent_save,417,10
Bristol Palin,11,3,percent_save,418,8
Bristol Palin,11,3,percent_save,419,5
Bristol Palin,11,3,percent_save,420,8
Bristol Palin,11,3,percent_save,421,8
Bristol Palin,11,3,percent_save,422,8
Bristol Palin,11,3,percent_save,423,7
Bristol Palin,11,3,percent_save,424,7
Bristol Palin,11,3,percent_save,425,7
Bristol Palin,11,3,percent_save,426,6
Bristol Palin,11,3,percent_save,427,7
Bristol Palin,11,3,percent_save,428,7
Bristol Palin,11,3,percent_save,429,7
Bristol Palin,11,3,percent_save,430,8
Bristol Palin,11,3,percent_save,431,7
Bristol Palin,11,3,percent_save,432,6
Bristol Palin,11,3,percent_save,433,9
Bristol Palin,11,3,percent_save,434,9
Bristol Palin,11,3,percent_save,435,8
Bristol Palin,11,3,percent_save,436,10
Bristol Palin,11,3,percent_save,437,7
Bristol Palin,11,3,percent_save,438,9
Bristol Palin,11,3,percent_save,439,6
Bristol Palin,11,3,percent_save,440,7
Bristol Palin,11,3,percent_save,441,7
Bristol Palin,11,3,percent_save,442,7
Bristol Palin,11,3,percent_save,443,6
Bristol Palin,11,3,percent_save,444,8
Bristol Palin,11,3,percent_save,445,8
Bristol Palin,11,3,percent_save,446,7
Bristol Palin,11,3,percent_save,447,6
Bristol Palin,11,3,percent_save,448,8
Bristol Palin,11,3,percent_save,449,8
Bristol Palin,11,3,percent_save,450,7
Bristol Palin,11,3,percent_save,451,8
Bristol Palin,11,3,percent_save,452,7
Bristol Palin,11,3,percent_save,453,7
Bristol Palin,11,3,percent_save,454,9
Bristol Palin,11,3,percent_save,455,7
Bristol Palin,11,3,percent_save,456,7
Bristol Palin,11,3,percent_save,457,8
Bristol Palin,11,3,percent_save,458,8
Bristol Palin,11,3,percent_save,459,6
Bristol Palin,11,3,percent_save,460,6
Bristol Palin,11,3,percent_save,461,5
Bristol Palin,11,3,percent_save,462,8
Bristol Palin,11,3,percent_save,463,7
Bristol Palin,11,3,percent_save,464,6
Bristol Palin,11,3,percent_save,465,9
Bristol Palin,11,3,percent_save,466,7
Bristol Palin,11,3,percent_save,467,7
Bristol Palin,11,3,percent_save,468,7
Bristol Palin,11,3,percent_save,469,8
Bristol Palin,11,3,percent_save,470,6
Bristol Palin,11,3,percent_save,471,7
Bristol Palin,11,3,percent_save,472,8
Bristol Palin,11,3,percent_save,473,7
Bristol Palin,11,3,percent_save,474,7
Bristol Palin,11,3,percent_save,475,7
Bristol Palin,11,3,percent_save,476,5
Bristol Palin,11,3,percent_save,477,6
Bristol Palin,11,3,percent_save,478,7
Bristol Palin,11,3,percent_save,479,7
Bristol Palin,11,3,percent_save,480,5
Bristol Palin,11,3,percent_save,481,8
Bristol Palin,11,3,percent_save,482,10
Bristol Palin,11,3,percent_save,483,8
Bristol Palin,11,3,percent_save,484,8
Bristol Palin,11,3,percent_save,485,7
Bristol Palin,11,3,percent_save,486,9
Bristol Palin,11,3,percent_save,487,7
Bristol Palin,11,3,percent_save,488,9
Bristol Palin,11,3,percent_save,489,10
Bristol Palin,11,3,percent_save,490,8
Bristol Palin,11,3,percent_save,491,10
Bristol Palin,11,3,percent_save,492,7
Bristol Palin,11,3,percent_save,493,7
Bristol Palin,11,3,percent_save,494,7
Bristol Palin,11,3,percent_save,495,7
Bristol Palin,11,3,percent_save,496,6
Bristol Palin,11,3,percent_save,497,8
Bristol Palin,11,3,percent_save,498,10
Bristol Palin,11,3,percent_save,499,7
Bristol Palin,11,3,rank,0,3
Bristol Palin,11,3,rank,1,2
Bristol Palin,11,3,rank,2,3
Bristol Palin,11,3,rank,3,3
Bristol Palin,11,3,rank,4,3
Bristol Palin,11,3,rank,5,3
Bristol Palin,11,3,rank,6,4
Bristol Palin,11,3,rank,7,4
Bristol Palin,11,3,rank,8,3
Bristol Palin,11,3,rank,9,2
Bristol Palin,11,3,rank,10,5
Bristol Palin,11,3,rank,11,4
Bristol Palin,11,3,rank,12,2
Bristol Palin,11,3,rank,13,4
Bristol Palin,11,3,rank,14,4
Bristol Palin,11,3,rank,15,3
Bristol Palin,11,3,rank,16,3
Bristol Palin,11,3,rank,17,3
Bristol Palin,11,3,rank,18,1
Bristol Palin,11,3,rank,19,3
Bristol Palin,11,3,rank,20,3
Bristol Palin,11,3,rank,21,1
Bristol Palin,11,3,rank,22,3
Bristol Palin,11,3,rank,23,3
Bristol Palin,11,3,rank,24,3
Bristol Palin,11,3,rank,25,4
Bristol Palin,11,3,rank,26,3
Bristol Palin,11,3,rank,27,3
Bristol Palin,11,3,rank,28,3
Bristol Palin,11,3,rank,29,3
Bristol Palin,11,3,rank,30,2
Bristol Palin,11,3,rank,31,3
Bristol Palin,11,3,rank,32,2
Bristol Palin,11,3,rank,33,2
Bristol Palin,11,3,rank,34,3
Bristol Palin,11,3,rank,35,3
Bristol Palin,11,3,rank,36,4
Bristol Palin,11,3,rank,37,3
Bristol Palin,11,3,rank,38,3
Bristol Palin,11,3,rank,39,3
Bristol Palin,11,3,rank,40,1
Bristol Palin,11,3,rank,41,3
Bristol Palin,11,3,rank,42,2
Bristol Palin,11,3,rank,43,4
Bristol Palin,11,3,rank,44,2
Bristol Palin,11,3,rank,45,3
Bristol Palin,11,3,rank,46,1
Bristol Palin,11,3,rank,47,5
Bristol Palin,11,3,rank,48,3
Bristol Palin,11,3,rank,49,3
Bristol Palin,11,3,rank,50,1
Bristol Palin,11,3,rank,51,3
Bristol Palin,11,3,rank,52,2
Bristol Palin,11,3,rank,53,4
Bristol Palin,11,3,rank,54,2
Bristol Palin,11,3,rank,55,2
Bristol Palin,11,3,rank,56,1
Bristol Palin,11,3,rank,57,3
Bristol Palin,11,3,rank,58,3
Bristol Palin,11,3,rank,59,1
Bristol Palin,11,3,rank,60,3
Bristol Palin,11,3,rank,61,3
Bristol Palin,11,3,rank,62,3
Bristol Palin,11,3,rank,63,3
Bristol Palin,11,3,rank,64,3
Bristol Palin,11,3,rank,65,3
Bristol Palin,11,3,rank,66,2
Bristol Palin,11,3,rank,67,2
Bristol Palin,11,3,rank,68,4
Bristol Palin,11,3,rank,69,4
Bristol Palin,11,3,rank,70,3
Bristol Palin,11,3,rank,71,2
Bristol Palin,11,3,rank,72,3
Bristol Palin,11,3,rank,73,3
Bristol Palin,11,3,rank,74,1
Bristol Palin,11,3,rank,75,2
Bristol Palin,11,3,rank,76,3
Bristol Palin,11,3,rank,77,3
Bristol Palin,11,3,rank,78,1
Bristol Palin,11,3,rank,79,2
Bristol Palin,11,3,rank,80,2
Bristol Palin,11,3,rank,81,3
Bristol Palin,11,3,rank,82,1
Bristol Palin,11,3,rank,83,2
Bristol Palin,11,3,rank,84,3
Bristol Palin,11,3,rank,85,2
Bristol Palin,11,3,rank,86,3
Bristol Palin,11,3,rank,87,2
Bristol Palin,11,3,rank,88,1
Bristol Palin,11,3,rank,89,2
Bristol Palin,11,3,rank,90,3
Bristol Palin,11,3,rank,91,4
Bristol Palin,11,3,rank,92,4
Bristol Palin,11,3,rank,93,3
Bristol Palin,11,3,rank,94,3
Bristol Palin,11,3,rank,95,2
Bristol Palin,11,3,rank,96,2
Bristol Palin,11,3,rank,97,4
Bristol Palin,11,3,rank,98,1
Bristol Palin,11,3,rank,99,1
Bristol Palin,11,3,rank,100,2
Bristol Palin,11,3,rank,101,1
Bristol Palin,11,3,rank,102,2
Bristol Palin,11,3,rank,103,3
Bristol Palin,11,3,rank,104,3
Bristol Palin,11,3,rank,105,4
Bristol Palin,11,3,rank,106,4
Bristol Palin,11,3,rank,107,3
Bristol Palin,11,3,rank,108,2
Bristol Palin,11,3,rank,109,3
Bristol Palin,11,3,rank,110,3
Bristol Palin,11,3,rank,111,2
Bristol Palin,11,3,rank,112,3
Bristol Palin,11,3,rank,113,3
Bristol Palin,11,3,rank,114,3
Bristol Palin,11,3,rank,115,3
Bristol Palin,11,3,rank,116,2
Bristol Palin,11,3,rank,117,4
Bristol Palin,11,3,rank,118,3
Bristol Palin,11,3,rank,119,2
Bristol Palin,11,3,rank,120,4
Bristol Palin,11,3,rank,121,3
Bristol Palin,11,3,rank,122,4
Bristol Palin,11,3,rank,123,3
Bristol Palin,11,3,rank,124,3
Bristol Palin,11,3,rank,125,1
Bristol Palin,11,3,rank,126,2
Bristol Palin,11,3,rank,127,3
Bristol Palin,11,3,rank,128,3
Bristol Palin,11,3,rank,129,2
Bristol Palin,11,3,rank,130,2
Bristol Palin,11,3,rank,131,4
Bristol Palin,11,3,rank,132,5
Bristol Palin,11,3,rank,133,3
Bristol Palin,11,3,rank,134,2
Bristol Palin,11,3,rank,135,2
Bristol Palin,11,3,rank,136,1
Bristol Palin,11,3,rank,137,4
Bristol Palin,11,3,rank,138,2
Bristol Palin,11,3,rank,139,3
Bristol Palin,11,3,rank,140,2
Bristol Palin,11,3,rank,141,3
Bristol Palin,11,3,rank,142,3
Bristol Palin,11,3,rank,143,4
Bristol Palin,11,3,rank,144,2
Bristol Palin,11,3,rank,145,1
Bristol Palin,11,3,rank,146,2
Bristol Palin,11,3,rank,147,4
Bristol Palin,11,3,rank,148,4
Bristol Palin,11,3,rank,149,3
Bristol Palin,11,3,rank,150,3
Bristol Palin,11,3,rank,151,3
Bristol Palin,11,3,rank,152,2
Bristol Palin,11,3,rank,153,4
Bristol Palin,11,3,rank,154,3
Bristol Palin,11,3,rank,155,3
Bristol Palin,11,3,rank,156,3
Bristol Palin,11,3,rank,157,1
Bristol Palin,11,3,rank,158,2
Bristol Palin,11,3,rank,159,3
Bristol Palin,11,3,rank,160,1
Bristol Palin,11,3,rank,161,3
Bristol Palin,11,3,rank,162,2
Bristol Palin,11,3,rank,163,3
Bristol Palin,11,3,rank,164,2
Bristol Palin,11,3,rank,165,3
Bristol Palin,11,3,rank,166,3
Bristol Palin,11,3,rank,167,2
Bristol Palin,11,3,rank,168,3
Bristol Palin,11,3,rank,169,3
Bristol Palin,11,3,rank,170,3
Bristol Palin,11,3,rank,171,4
Bristol Palin,11,3,rank,172,3
Bristol Palin,11,3,rank,173,2
Bristol Palin,11,3,rank,174,1
Bristol Palin,11,3,rank,175,2
Bristol Palin,11,3,rank,176,3
Bristol Palin,11,3,rank,177,1
Bristol Palin,11,3,rank,178,3
Bristol Palin,11,3,rank,179,3
Bristol Palin,11,3,rank,180,3
Bristol Palin,11,3,rank,181,3
Bristol Palin,11,3,rank,182,2
Bristol Palin,11,3,rank,183,1
Bristol Palin,11,3,rank,184,3
Bristol Palin,11,3,rank,185,3
Bristol Palin,11,3,rank,186,3
Bristol Palin,11,3,rank,187,3
Bristol Palin,11,3,rank,188,2
Bristol Palin,11,3,rank,189,4
Bristol Palin,11,3,rank,190,3
Bristol Palin,11,3,rank,191,3
Bristol Palin,11,3,rank,192,2
Bristol Palin,11,3,rank,193,3
Bristol Palin,11,3,rank,194,3
Bristol Palin,11,3,rank,195,1
Bristol Palin,11,3,rank,196,4
Bristol Palin,11,3,rank,197,2
Bristol Palin,11,3,rank,198,4
Bristol Palin,11,3,rank,199,3
Bristol Palin,11,3,rank,200,2
Bristol Palin,11,3,rank,201,3
Bristol Palin,11,3,rank,202,4
Bristol Palin,11,3,rank,203,3
Bristol Palin,11,3,rank,204,3
Bristol Palin,11,3,rank,205,3
Bristol Palin,11,3,rank,206,3
Bristol Palin,11,3,rank,207,4
Bristol Palin,11,3,rank,208,2
Bristol Palin,11,3,rank,209,3
Bristol Palin,11,3,rank,210,2
Bristol Palin,11,3,rank,211,5
Bristol Palin,11,3,rank,212,4
Bristol Palin,11,3,rank,213,1
Bristol Palin,11,3,rank,214,3
Bristol Palin,11,3,rank,215,4
Bristol Palin,11,3,rank,216,2
Bristol Palin,11,3,rank,217,3
Bristol Palin,11,3,rank,218,4
Bristol Palin,11,3,rank,219,1
Bristol Palin,11,3,rank,220,3
Bristol Palin,11,3,rank,221,2
Bristol Palin,11,3,rank,222,4
Bristol Palin,11,3,rank,223,4
