season,rule,pair_id,celebrity_name,p_win,p_top3,expected_rank,expected_survival_weeks
22,percent,4,Doug Flutie,0.02,0.75,3.1,9.71
22,percent_save,4,Doug Flutie,0.02,0.78,3.05,9.77
22,rank,4,Doug Flutie,0.0,0.21,3.94,9.21
22,rank_save,4,Doug Flutie,0.01,0.25,3.96,9.25
22,percent,5,Von Miller,0.0,0.0,6.32,7.82
22,percent_save,5,Von Miller,0.0,0.0,6.17,7.9
22,rank,5,Von Miller,0.0,0.0,7.17,7.31
22,rank_save,5,Von Miller,0.0,0.0,7.86,6.65
22,percent,6,Antonio Brown,0.0,0.0,7.08,7.18
22,percent_save,6,Antonio Brown,0.0,0.0,7.12,7.1
22,rank,6,Antonio Brown,0.0,0.0,7.18,6.77
22,rank_save,6,Antonio Brown,0.0,0.0,6.51,7.52
22,percent,7,Paige VanZant,0.0,0.0,9.42,5.16
22,percent_save,7,Paige VanZant,0.0,0.0,9.15,5.7
22,rank,7,Paige VanZant,0.0,0.0,9.41,5.18
22,rank_save,7,Paige VanZant,0.0,0.0,9.07,5.86
22,percent,8,Geraldo Rivera,0.83,1.0,1.18,10.0
22,percent_save,8,Geraldo Rivera,0.83,0.99,1.21,9.99
22,rank,8,Geraldo Rivera,0.89,0.98,1.15,9.98
22,rank_save,8,Geraldo Rivera,0.9,1.0,1.12,10.0
22,percent,9,Nyle DiMarco,0.15,0.91,2.21,9.89
22,percent_save,9,Nyle DiMarco,0.15,0.92,2.13,9.9
22,rank,9,Nyle DiMarco,0.11,0.96,1.99,9.95
22,rank_save,9,Nyle DiMarco,0.09,0.97,1.98,9.97
22,percent,10,Ginger Zee,0.0,0.0,7.43,6.96
22,percent_save,10,Ginger Zee,0.0,0.0,7.36,7.08
22,rank,10,Ginger Zee,0.0,0.0,6.99,7.26
22,rank_save,10,Ginger Zee,0.0,0.0,6.86,7.37
22,percent,11,Wanya Morris,0.0,0.17,4.78,8.79
22,percent_save,11,Wanya Morris,0.0,0.07,5.21,8.5
22,rank,11,Wanya Morris,0.0,0.78,3.44,9.67
22,rank_save,11,Wanya Morris,0.0,0.77,3.37,9.7
23,percent,1,Jake T. Austin,0.0,0.0,7.78,6.14
23,percent_save,1,Jake T. Austin,0.0,0.0,8.1,5.79
23,rank,1,Jake T. Austin,0.0,0.0,7.65,6.35
23,rank_save,1,Jake T. Austin,0.0,0.0,7.47,6.52
23,percent,2,Maureen McCormick,0.0,0.0,9.25,4.27
23,percent_save,2,Maureen McCormick,0.0,0.0,9.33,4.35
23,rank,2,Maureen McCormick,0.0,0.0,9.67,4.11
23,rank_save,2,Maureen McCormick,0.0,0.0,9.65,4.21
23,percent,3,Marilu Henner,0.11,0.93,2.13,10.89
23,percent_save,3,Marilu Henner,0.13,0.66,2.59,10.64
23,rank,3,Marilu Henner,0.22,0.8,2.25,10.78
23,rank_save,3,Marilu Henner,0.08,0.18,3.59,10.17
23,percent,4,Ryan Lochte,0.0,0.0,11.45,2.55
23,percent_save,4,Ryan Lochte,0.0,0.0,11.14,2.86
23,rank,4,Ryan Lochte,0.0,0.0,11.16,2.84
23,rank_save,4,Ryan Lochte,0.0,0.0,11.04,2.96
23,percent,5,Calvin Johnson Jr.,0.01,0.81,3.15,10.68
23,percent_save,5,Calvin Johnson Jr.,0.01,0.53,3.13,10.47
23,rank,5,Calvin Johnson Jr.,0.02,0.37,3.39,10.31
23,rank_save,5,Calvin Johnson Jr.,0.01,0.91,2.24,10.91
23,percent,6,Laurie Hernandez,0.88,0.99,1.16,10.98
23,percent_save,6,Laurie Hernandez,0.86,0.99,1.17,10.99
23,rank,6,Laurie Hernandez,0.76,0.98,1.28,10.98
23,rank_save,6,Laurie Hernandez,0.91,1.0,1.09,11.0
23,percent,7,Amber Rose,0.0,0.0,5.43,8.52
23,percent_save,7,Amber Rose,0.0,0.0,5.68,8.29
23,rank,7,Amber Rose,0.0,0.0,6.12,7.72
23,rank_save,7,Amber Rose,0.0,0.0,6.83,7.0
23,percent,8,Rick Perry,0.0,0.0,6.88,7.08
23,percent_save,8,Rick Perry,0.0,0.0,6.69,7.24
23,rank,8,Rick Perry,0.0,0.0,6.42,7.58
23,rank_save,8,Rick Perry,0.0,0.0,6.1,7.9
23,percent,9,James Hinchcliffe,0.0,0.0,11.01,2.99
23,percent_save,9,James Hinchcliffe,0.0,0.0,11.64,2.36
23,rank,9,James Hinchcliffe,0.0,0.0,11.69,2.31
23,rank_save,9,James Hinchcliffe,0.0,0.0,11.92,2.08
23,percent,10,Babyface,0.0,0.0,5.83,8.12
23,percent_save,10,Babyface,0.0,0.0,5.88,8.01
23,rank,10,Babyface,0.0,0.0,6.24,7.6
23,rank_save,10,Babyface,0.0,0.0,6.12,7.68
23,percent,11,Vanilla Ice,0.0,0.27,4.21,9.79
23,percent_save,11,Vanilla Ice,0.0,0.82,3.51,10.49
23,rank,11,Vanilla Ice,0.0,0.85,3.37,10.63
23,rank_save,11,Vanilla Ice,0.0,0.91,3.29,10.71
23,percent,12,Jana Kramer,0.0,0.0,9.72,3.99
23,percent_save,12,Jana Kramer,0.0,0.0,9.14,4.51
23,rank,12,Jana Kramer,0.0,0.0,8.76,4.79
23,rank_save,12,Jana Kramer,0.0,0.0,8.66,4.86
24,percent,1,Charo,0.0,0.0,5.15,7.89
24,percent_save,1,Charo,0.0,0.0,5.22,7.81
24,rank,1,Charo,0.0,0.0,5.48,7.6
24,rank_save,1,Charo,0.0,0.0,6.22,7.07
24,percent,2,Mr. T,0.0,0.0,10.62,2.76
24,percent_save,2,Mr. T,0.0,0.0,10.62,2.76
24,rank,2,Mr. T,0.0,0.0,10.57,2.86
24,rank_save,2,Mr. T,0.0,0.0,10.65,2.7
24,percent,3,Heather Morris,0.19,0.96,1.96,9.96
24,percent_save,3,Heather Morris,0.19,0.85,2.12,9.85
24,rank,3,Heather Morris,0.2,0.91,2.01,9.9
24,rank_save,3,Heather Morris,0.1,0.16,3.85,8.94
24,percent,4,Nancy Kerrigan,0.0,0.0,8.85,5.14
24,percent_save,4,Nancy Kerrigan,0.0,0.0,8.92,5.08
24,rank,4,Nancy Kerrigan,0.0,0.0,9.01,4.99
24,rank_save,4,Nancy Kerrigan,0.0,0.0,8.66,5.34
24,percent,5,Bonner Bolton,0.0,0.0,7.95,6.03
24,percent_save,5,Bonner Bolton,0.0,0.0,7.24,6.76
24,rank,5,Bonner Bolton,0.0,0.0,7.24,6.76
24,rank_save,5,Bonner Bolton,0.0,0.0,7.02,6.98
24,percent,6,Simone Biles,0.0,0.0,10.02,3.63
24,percent_save,6,Simone Biles,0.0,0.0,10.29,3.33
24,rank,6,Simone Biles,0.0,0.0,10.2,3.38
24,rank_save,6,Simone Biles,0.0,0.0,10.31,3.34
24,percent,7,David Ross,0.0,0.0,6.95,6.74
24,percent_save,7,David Ross,0.0,0.0,6.62,6.81
24,rank,7,David Ross,0.0,0.0,6.21,7.04
24,rank_save,7,David Ross,0.0,0.0,5.87,7.15
24,percent,8,Rashad Jennings,0.0,0.0,6.12,7.13
24,percent_save,8,Rashad Jennings,0.0,0.0,6.87,6.64
24,rank,8,Rashad Jennings,0.0,0.0,7.11,6.55
24,rank_save,8,Rashad Jennings,0.0,0.0,6.95,6.68
24,percent,9,Chris Kattan,0.0,0.71,3.17,9.66
24,percent_save,9,Chris Kattan,0.02,0.26,3.58,9.21
24,rank,9,Chris Kattan,0.01,0.25,3.62,9.25
24,rank_save,9,Chris Kattan,0.0,0.86,2.28,9.86
24,percent,10,Erika Jayne,0.81,0.97,1.28,9.97
24,percent_save,10,Erika Jayne,0.79,0.96,1.29,9.96
24,rank,10,Erika Jayne,0.79,0.99,1.25,9.97
24,rank_save,10,Erika Jayne,0.9,0.98,1.19,9.94
24,percent,11,Normani,0.0,0.36,3.93,9.09
24,percent_save,11,Normani,0.0,0.93,3.23,9.79
24,rank,11,Normani,0.0,0.85,3.3,9.7
24,rank_save,11,Normani,0.0,1.0,3.0,10.0
25,percent,1,Sasha Pieterse,0.0,0.0,9.57,2.28
25,percent_save,1,Sasha Pieterse,0.0,0.0,9.62,2.26
25,rank,1,Sasha Pieterse,0.0,0.0,9.77,2.2
25,rank_save,1,Sasha Pieterse,0.0,0.0,9.78,2.2
25,percent,2,Frankie Muniz,0.0,0.0,8.75,2.82
25,percent_save,2,Frankie Muniz,0.0,0.0,8.57,3.1
25,rank,2,Frankie Muniz,0.0,0.0,8.16,3.68
25,rank_save,2,Frankie Muniz,0.0,0.0,8.17,3.66
25,percent,3,Jordan Fisher,0.0,0.0,8.08,4.01
25,percent_save,3,Jordan Fisher,0.0,0.0,7.93,4.28
25,rank,3,Jordan Fisher,0.0,0.0,8.37,3.37
25,rank_save,3,Jordan Fisher,0.0,0.0,8.33,3.46
25,percent,4,Derek Fisher,0.03,0.8,2.96,9.76
25,percent_save,4,Derek Fisher,0.01,0.71,3.15,9.63
25,rank,4,Derek Fisher,0.01,0.79,3.24,9.68
25,rank_save,4,Derek Fisher,0.0,0.85,3.14,9.82
25,percent,5,Nikki Bella,0.79,0.99,1.24,9.99
25,percent_save,5,Nikki Bella,0.89,1.0,1.12,10.0
25,rank,5,Nikki Bella,0.87,1.0,1.13,10.0
25,rank_save,5,Nikki Bella,0.9,1.0,1.11,10.0
25,percent,6,Terrell Owens,0.18,0.94,2.14,9.91
25,percent_save,6,Terrell Owens,0.1,1.0,2.09,10.0
25,rank,6,Terrell Owens,0.12,0.94,2.03,9.92
25,rank_save,6,Terrell Owens,0.1,1.0,1.93,10.0
25,percent,7,Victoria Arlen,0.0,0.0,7.12,5.58
25,percent_save,7,Victoria Arlen,0.0,0.0,7.19,5.42
25,rank,7,Victoria Arlen,0.0,0.0,7.21,5.44
25,rank_save,7,Victoria Arlen,0.0,0.0,7.39,5.21
25,percent,8,Barbara Corcoran,0.0,0.0,5.89,6.98
25,percent_save,8,Barbara Corcoran,0.0,0.0,6.23,6.54
25,rank,8,Barbara Corcoran,0.0,0.0,5.93,6.91
25,rank_save,8,Barbara Corcoran,0.0,0.0,6.13,6.73
25,percent,9,Lindsey Stirling,0.0,0.0,5.05,7.87
25,percent_save,9,Lindsey Stirling,0.0,0.0,4.67,8.2
25,rank,9,Lindsey Stirling,0.0,0.0,5.08,7.88
25,rank_save,9,Lindsey Stirling,0.0,0.0,4.29,8.65
25,percent,10,Debbie Gibson,0.0,0.27,4.2,8.8
25,percent_save,10,Debbie Gibson,0.0,0.29,4.43,8.57
25,rank,10,Debbie Gibson,0.0,0.27,4.08,8.92
25,rank_save,10,Debbie Gibson,0.0,0.15,4.73,8.27
26,percent,1,Jamie Anderson,0.84,0.99,1.2,3.99
26,percent_save,1,Jamie Anderson,0.89,1.0,1.14,4.0
26,rank,1,Jamie Anderson,0.86,1.0,1.14,4.0
26,rank_save,1,Jamie Anderson,0.82,1.0,1.2,4.0
26,percent,2,Johnny Damon,0.0,0.0,7.69,1.9
26,percent_save,2,Johnny Damon,0.0,0.0,7.82,1.89
26,rank,2,Johnny Damon,0.0,0.0,7.34,2.0
26,rank_save,2,Johnny Damon,0.0,0.0,7.41,1.94
26,percent,3,Kareem Abdul-Jabbar,0.0,0.01,6.0,2.63
26,percent_save,3,Kareem Abdul-Jabbar,0.0,0.01,5.94,2.66
26,rank,3,Kareem Abdul-Jabbar,0.0,0.01,5.91,2.86
26,rank_save,3,Kareem Abdul-Jabbar,0.0,0.02,5.86,2.88
26,percent,4,Arike Ogunbowale,0.0,0.0,9.38,1.19
26,percent_save,4,Arike Ogunbowale,0.0,0.0,9.36,1.16
26,rank,4,Arike Ogunbowale,0.0,0.0,9.29,1.28
26,rank_save,4,Arike Ogunbowale,0.0,0.0,9.36,1.18
26,percent,5,Jennie Finch Daigle,0.0,0.22,4.29,3.18
26,percent_save,5,Jennie Finch Daigle,0.0,0.13,4.36,3.12
26,rank,5,Jennie Finch Daigle,0.0,0.04,5.07,2.9
26,rank_save,5,Jennie Finch Daigle,0.0,0.03,4.86,2.97
26,percent,6,Chris Mazdzer,0.0,0.0,9.01,1.28
26,percent_save,6,Chris Mazdzer,0.0,0.0,9.07,1.29
26,rank,6,Chris Mazdzer,0.0,0.0,9.08,1.23
26,rank_save,6,Chris Mazdzer,0.0,0.0,9.09,1.22
26,percent,7,Mirai Nagasu,0.15,0.96,2.1,3.96
26,percent_save,7,Mirai Nagasu,0.11,0.95,2.26,3.94
26,rank,7,Mirai Nagasu,0.14,0.97,2.22,3.97
26,rank_save,7,Mirai Nagasu,0.16,0.96,2.2,3.94
26,percent,8,Tonya Harding,0.0,0.0,7.24,2.15
26,percent_save,8,Tonya Harding,0.0,0.0,7.13,2.14
26,rank,8,Tonya Harding,0.0,0.0,7.97,1.78
26,rank_save,8,Tonya Harding,0.0,0.0,7.85,1.9
26,percent,9,Josh Norman,0.0,0.08,4.99,2.99
26,percent_save,9,Josh Norman,0.0,0.12,4.95,3.02
26,rank,9,Josh Norman,0.0,0.04,4.21,3.04
26,rank_save,9,Josh Norman,0.0,0.07,4.28,3.06
26,percent,10,Adam Rippon,0.01,0.74,3.1,3.73
26,percent_save,10,Adam Rippon,0.0,0.79,2.97,3.78
26,rank,10,Adam Rippon,0.0,0.94,2.77,3.94
26,rank_save,10,Adam Rippon,0.02,0.92,2.89,3.91
27,percent,1,Juan Pablo Di Pace,0.0,0.85,3.05,8.75
27,percent_save,1,Juan Pablo Di Pace,0.01,0.9,2.85,8.77
27,rank,1,Juan Pablo Di Pace,0.0,0.82,3.11,8.66
27,rank_save,1,Juan Pablo Di Pace,0.01,0.94,2.7,8.88
27,percent,2,Evanna Lynch,0.85,1.0,1.15,9.0
27,percent_save,2,Evanna Lynch,0.84,0.94,1.28,8.94
27,rank,2,Evanna Lynch,0.37,0.98,1.67,8.98
27,rank_save,2,Evanna Lynch,0.32,0.86,1.96,8.86
27,percent,3,Nancy McKeon,0.0,0.0,9.85,2.15
27,percent_save,3,Nancy McKeon,0.0,0.0,10.12,1.88
27,rank,3,Nancy McKeon,0.0,0.0,9.88,2.12
27,rank_save,3,Nancy McKeon,0.0,0.0,9.91,2.09
27,percent,4,John Schneider,0.0,0.02,5.35,6.85
27,percent_save,4,John Schneider,0.0,0.05,5.16,6.86
27,rank,4,John Schneider,0.0,0.03,5.3,6.74
27,rank_save,4,John Schneider,0.0,0.02,4.53,7.47
27,percent,5,Milo Manheim,0.0,0.19,4.23,7.82
27,percent_save,5,Milo Manheim,0.0,0.2,4.58,7.44
27,rank,5,Milo Manheim,0.0,0.25,4.73,7.31
27,rank_save,5,Milo Manheim,0.0,0.25,5.39,6.61
27,percent,6,Danelle Umstead,0.0,0.0,6.09,6.35
27,percent_save,6,Danelle Umstead,0.0,0.0,6.8,5.41
27,rank,6,Danelle Umstead,0.0,0.0,6.45,5.58
27,rank_save,6,Danelle Umstead,0.0,0.0,7.6,4.4
27,percent,7,Mary Lou Retton,0.0,0.0,6.66,6.19
27,percent_save,7,Mary Lou Retton,0.0,0.0,6.16,6.77
27,rank,7,Mary Lou Retton,0.0,0.0,6.33,6.57
27,rank_save,7,Mary Lou Retton,0.0,0.0,6.0,7.0
27,percent,8,DeMarcus Ware,0.15,0.94,2.15,8.92
27,percent_save,8,DeMarcus Ware,0.15,0.91,2.28,8.88
27,rank,8,DeMarcus Ware,0.63,0.92,1.67,8.91
27,rank_save,8,DeMarcus Ware,0.67,0.93,1.67,8.93
27,percent,9,Nikki Glaser,0.0,0.0,9.0,3.0
27,percent_save,9,Nikki Glaser,0.0,0.0,8.77,3.23
27,rank,9,Nikki Glaser,0.0,0.0,9.03,2.97
27,rank_save,9,Nikki Glaser,0.0,0.0,8.3,3.7
27,percent,10,Bobby Bones,0.0,0.0,10.8,1.2
27,percent_save,10,Bobby Bones,0.0,0.0,10.82,1.18
27,rank,10,Bobby Bones,0.0,0.0,10.82,1.18
27,rank_save,10,Bobby Bones,0.0,0.0,10.94,1.06
27,percent,11,Tinashe,0.0,0.0,7.67,4.77
27,percent_save,11,Tinashe,0.0,0.0,7.18,5.64
27,rank,11,Tinashe,0.0,0.0,7.01,5.98
27,rank_save,11,Tinashe,0.0,0.0,7.0,6.0
28,percent,1,Kate Flannery,0.01,0.77,3.27,10.79
28,percent_save,1,Kate Flannery,0.01,0.79,3.48,10.52
28,rank,1,Kate Flannery,0.15,0.91,3.1,10.57
28,rank_save,1,Kate Flannery,0.13,0.95,2.95,10.75
28,percent,2,James Van Der Beek,0.92,1.0,1.09,11.0
28,percent_save,2,James Van Der Beek,0.88,1.0,1.14,11.0
28,rank,2,James Van Der Beek,0.76,1.0,1.32,11.0
28,rank_save,2,James Van Der Beek,0.81,1.0,1.24,11.0
28,percent,3,Kel Mitchell,0.0,0.0,5.0,9.95
28,percent_save,3,Kel Mitchell,0.0,0.0,4.7,10.24
28,rank,3,Kel Mitchell,0.0,0.0,4.39,10.6
28,rank_save,3,Kel Mitchell,0.0,0.0,4.43,10.57
28,percent,4,Ray Lewis,0.0,0.0,7.86,6.94
28,percent_save,4,Ray Lewis,0.0,0.0,7.73,7.12
28,rank,4,Ray Lewis,0.0,0.0,7.76,7.14
28,rank_save,4,Ray Lewis,0.0,0.0,7.66,7.2
28,percent,5,Lamar Odom,0.0,0.0,7.06,7.78
28,percent_save,5,Lamar Odom,0.0,0.0,7.26,7.54
28,rank,5,Lamar Odom,0.0,0.0,7.16,7.68
28,rank_save,5,Lamar Odom,0.0,0.0,7.27,7.6
28,percent,6,Sailor Brinkley-Cook,0.07,0.95,2.36,10.84
28,percent_save,6,Sailor Brinkley-Cook,0.11,0.9,2.45,10.77
28,rank,6,Sailor Brinkley-Cook,0.09,0.96,2.27,10.87
28,rank_save,6,Sailor Brinkley-Cook,0.06,0.96,2.15,11.0
28,percent,7,Sean Spicer,0.0,0.0,9.14,5.7
28,percent_save,7,Sean Spicer,0.0,0.0,9.22,5.5
28,rank,7,Sean Spicer,0.0,0.0,9.19,5.61
28,rank_save,7,Sean Spicer,0.0,0.0,9.34,5.31
28,percent,8,Mary Wilson,0.0,0.28,5.47,9.03
28,percent_save,8,Mary Wilson,0.0,0.31,5.26,9.27
28,rank,8,Mary Wilson,0.0,0.13,5.64,9.17
28,rank_save,8,Mary Wilson,0.0,0.09,5.42,9.41
28,percent,9,Lauren Alaina,0.0,0.0,10.81,2.82
28,percent_save,9,Lauren Alaina,0.0,0.0,10.65,3.0
28,rank,9,Lauren Alaina,0.0,0.0,10.73,2.98
28,rank_save,9,Lauren Alaina,0.0,0.0,10.66,3.0
28,percent,10,Ally Brooke,0.0,0.0,11.58,2.14
28,percent_save,10,Ally Brooke,0.0,0.0,11.65,2.16
28,rank,10,Ally Brooke,0.0,0.0,11.59,2.2
28,rank_save,10,Ally Brooke,0.0,0.0,11.68,2.14
28,percent,11,Karamo Brown,0.0,0.0,9.32,5.05
28,percent_save,11,Karamo Brown,0.0,0.0,9.29,5.05
28,rank,11,Karamo Brown,0.0,0.0,9.7,4.33
28,rank_save,11,Karamo Brown,0.0,0.0,9.37,4.85
28,percent,12,Hannah Brown,0.0,0.0,5.04,9.96
28,percent_save,12,Hannah Brown,0.0,0.0,5.17,9.83
28,rank,12,Hannah Brown,0.0,0.0,5.15,9.85
28,rank_save,12,Hannah Brown,0.0,0.0,5.83,9.17
29,percent,1,Anne Heche,0.0,0.0,6.2,8.9
29,percent_save,1,Anne Heche,0.0,0.0,6.11,8.97
29,rank,1,Anne Heche,0.0,0.0,6.03,8.99
29,rank_save,1,Anne Heche,0.0,0.0,6.04,8.98
29,percent,2,Jesse Metcalfe,0.0,0.0,11.67,4.33
29,percent_save,2,Jesse Metcalfe,0.0,0.0,11.68,4.32
29,rank,2,Jesse Metcalfe,0.0,0.0,11.87,4.13
29,rank_save,2,Jesse Metcalfe,0.0,0.0,11.83,4.17
29,percent,3,Chrishell Stause,0.0,0.0,12.22,3.78
29,percent_save,3,Chrishell Stause,0.0,0.0,12.46,3.54
29,rank,3,Chrishell Stause,0.0,0.0,12.51,3.49
29,rank_save,3,Chrishell Stause,0.0,0.0,12.78,3.22
29,percent,4,Skai Jackson,0.0,0.0,13.31,2.69
29,percent_save,4,Skai Jackson,0.0,0.0,13.38,2.62
29,rank,4,Skai Jackson,0.0,0.0,13.48,2.52
29,rank_save,4,Skai Jackson,0.0,0.0,13.74,2.26
29,percent,5,Justina Machado,0.0,0.0,7.07,8.09
29,percent_save,5,Justina Machado,0.0,0.0,7.13,8.04
29,rank,5,Justina Machado,0.0,0.0,7.02,8.13
29,rank_save,5,Justina Machado,0.0,0.0,7.02,8.15
29,percent,6,Charles Oakley,0.0,0.0,7.82,7.34
29,percent_save,6,Charles Oakley,0.0,0.0,8.25,6.99
29,rank,6,Charles Oakley,0.0,0.0,8.59,6.68
29,rank_save,6,Charles Oakley,0.0,0.0,8.9,6.56
29,percent,7,Veron Davis,0.0,0.0,10.13,5.87
29,percent_save,7,Veron Davis,0.0,0.0,10.24,5.76
29,rank,7,Veron Davis,0.0,0.0,10.23,5.77
29,rank_save,7,Veron Davis,0.0,0.0,10.55,5.45
29,percent,8,Johnny Weir,0.0,0.0,8.12,7.15
29,percent_save,8,Johnny Weir,0.0,0.0,6.97,8.11
29,rank,8,Johnny Weir,0.0,0.05,5.53,9.33
29,rank_save,8,Johnny Weir,0.0,0.04,4.72,9.84
29,percent,9,Nev Schulman,0.01,0.47,3.64,10.37
29,percent_save,9,Nev Schulman,0.0,0.45,3.67,10.35
29,rank,9,Nev Schulman,0.0,0.57,3.49,10.25
29,rank_save,9,Nev Schulman,0.01,0.74,2.92,10.56
29,percent,10,AJ McLean,0.0,0.0,8.74,6.51
29,percent_save,10,AJ McLean,0.0,0.0,8.82,6.5
29,rank,10,AJ McLean,0.0,0.0,9.41,5.96
29,rank_save,10,AJ McLean,0.0,0.0,8.34,6.93
29,percent,11,Nelly,0.36,1.0,1.64,11.0
29,percent_save,11,Nelly,0.3,1.0,1.71,11.0
29,rank,11,Nelly,0.18,0.68,2.64,10.68
29,rank_save,11,Nelly,0.15,0.72,2.81,10.7
29,percent,12,Kaitlyn Bristowe,0.63,0.98,1.43,10.98
29,percent_save,12,Kaitlyn Bristowe,0.7,0.99,1.35,10.99
29,rank,12,Kaitlyn Bristowe,0.82,1.0,1.18,11.0
29,rank_save,12,Kaitlyn Bristowe,0.84,1.0,1.17,11.0
29,percent,13,Carole Baskin,0.0,0.55,3.45,10.55
29,percent_save,13,Carole Baskin,0.0,0.56,3.52,10.52
29,rank,13,Carole Baskin,0.0,0.7,3.57,10.52
29,rank_save,13,Carole Baskin,0.0,0.5,4.7,9.66
29,percent,14,Monica Aldama,0.0,0.0,9.56,6.44
29,percent_save,14,Monica Aldama,0.0,0.0,9.71,6.29
29,rank,14,Monica Aldama,0.0,0.0,9.45,6.55
29,rank_save,14,Monica Aldama,0.0,0.0,9.48,6.52
30,percent,1,Martin Kove,0.0,0.22,4.88,9.18
30,percent_save,1,Martin Kove,0.0,0.25,4.65,9.32
30,rank,1,Martin Kove,0.0,0.38,4.18,9.59
30,rank_save,1,Martin Kove,0.0,0.43,4.15,9.56
30,percent,2,Brian Austin Green,0.0,0.0,10.42,5.38
30,percent_save,2,Brian Austin Green,0.0,0.0,10.27,5.52
30,rank,2,Brian Austin Green,0.0,0.0,10.45,5.14
30,rank_save,2,Brian Austin Green,0.0,0.0,10.53,4.96
30,percent,3,Melora Hardin,0.07,0.92,2.55,9.96
30,percent_save,3,Melora Hardin,0.03,0.9,2.75,9.9
30,rank,3,Melora Hardin,0.01,0.69,3.58,9.68
30,rank_save,3,Melora Hardin,0.0,0.64,3.67,9.62
30,percent,4,Matt James,0.82,1.0,1.22,10.0
30,percent_save,4,Matt James,0.91,1.0,1.13,10.0
30,rank,4,Matt James,0.91,0.99,1.12,9.99
30,rank_save,4,Matt James,0.92,1.0,1.09,10.0
30,percent,5,"Mike ""The Miz"" Mizanin",0.0,0.0,7.63,7.46
30,percent_save,5,"Mike ""The Miz"" Mizanin",0.0,0.0,7.66,7.55
30,rank,5,"Mike ""The Miz"" Mizanin",0.0,0.0,7.58,7.8
30,rank_save,5,"Mike ""The Miz"" Mizanin",0.0,0.0,7.82,7.72
30,percent,6,Suni Lee,0.11,0.82,3.0,9.67
30,percent_save,6,Suni Lee,0.06,0.84,2.78,9.82
30,rank,6,Suni Lee,0.08,0.93,2.31,9.86
30,rank_save,6,Suni Lee,0.08,0.92,2.35,9.84
30,percent,7,Iman Shumpert,0.0,0.0,9.5,6.3
30,percent_save,7,Iman Shumpert,0.0,0.0,9.47,6.34
30,rank,7,Iman Shumpert,0.0,0.0,9.93,5.74
30,rank_save,7,Iman Shumpert,0.0,0.0,10.07,5.66
30,percent,8,Cody Rigsby,0.0,0.0,12.66,2.68
30,percent_save,8,Cody Rigsby,0.0,0.0,12.79,2.42
30,rank,8,Cody Rigsby,0.0,0.0,12.22,3.56
30,rank_save,8,Cody Rigsby,0.0,0.0,12.61,2.78
30,percent,9,Melanie C,0.0,0.0,11.58,3.92
30,percent_save,9,Melanie C,0.0,0.0,11.57,4.08
30,rank,9,Melanie C,0.0,0.0,12.69,2.48
30,rank_save,9,Melanie C,0.0,0.0,12.24,3.34
30,percent,10,Jimmie Allen,0.0,0.04,6.45,8.18
30,percent_save,10,Jimmie Allen,0.0,0.01,6.16,8.46
30,rank,10,Jimmie Allen,0.0,0.01,6.17,8.6
30,rank_save,10,Jimmie Allen,0.0,0.01,6.01,8.77
30,percent,11,Olivia Jade,0.0,0.0,8.76,7.1
30,percent_save,11,Olivia Jade,0.0,0.0,8.88,7.0
30,rank,11,Olivia Jade,0.0,0.0,8.9,6.98
30,rank_save,11,Olivia Jade,0.0,0.0,8.94,6.98
30,percent,12,JoJo Siwa,0.0,0.0,6.66,8.43
30,percent_save,12,JoJo Siwa,0.0,0.0,7.08,8.04
30,rank,12,JoJo Siwa,0.0,0.0,6.82,8.33
30,rank_save,12,JoJo Siwa,0.0,0.0,6.89,8.26
30,percent,13,Christine Chiu,0.0,0.0,5.69,8.74
30,percent_save,13,Christine Chiu,0.0,0.0,5.81,8.55
30,rank,13,Christine Chiu,0.0,0.0,5.05,9.25
30,rank_save,13,Christine Chiu,0.0,0.0,4.63,9.51
31,percent,1,Jason Lewis,0.82,0.99,1.25,9.98
31,percent_save,1,Jason Lewis,0.84,1.0,1.2,10.0
31,rank,1,Jason Lewis,0.89,1.0,1.14,10.0
31,rank_save,1,Jason Lewis,0.88,1.0,1.16,10.0
31,percent,2,Cheryl Ladd,0.0,0.0,12.68,3.32
31,percent_save,2,Cheryl Ladd,0.0,0.0,12.73,3.27
31,rank,2,Cheryl Ladd,0.0,0.0,12.59,3.41
31,rank_save,2,Cheryl Ladd,0.0,0.0,13.17,2.83
31,percent,3,Selma Blair,0.0,0.1,5.44,8.92
31,percent_save,3,Selma Blair,0.0,0.13,5.47,8.88
31,rank,3,Selma Blair,0.0,0.07,6.23,8.26
31,rank_save,3,Selma Blair,0.0,0.06,6.37,8.2
31,percent,4,Joseph Baena,0.15,0.88,2.57,9.86
31,percent_save,4,Joseph Baena,0.15,0.87,2.6,9.8
31,rank,4,Joseph Baena,0.11,0.98,2.08,9.95
31,rank_save,4,Joseph Baena,0.12,0.96,2.18,9.92
31,percent,5,Trevor Donovan,0.0,0.0,8.83,6.54
31,percent_save,5,Trevor Donovan,0.0,0.0,8.41,6.97
31,rank,5,Trevor Donovan,0.0,0.0,7.82,7.66
31,rank_save,5,Trevor Donovan,0.0,0.0,7.54,7.92
31,percent,6,Daniel Durant,0.0,0.0,14.54,1.46
31,percent_save,6,Daniel Durant,0.0,0.0,14.72,1.28
31,rank,6,Daniel Durant,0.0,0.0,14.59,1.41
31,rank_save,6,Daniel Durant,0.0,0.0,14.87,1.13
